word,type
underwrote,v
undeserved,s
undeservedly,r
undeserving,s
undesirability,n
undesirable,n
undesirables,n
undesirably,r
undesired,s
undetectability,
undetectable,s
undetectably,
undetected,a
undetermined,a
undeterred,s
undetonated,
undeveloped,a
undiagnosable,s
undiagnosed,s
undid,v
undifferentiated,a
undigested,s
undignified,a
undiluted,a
undiminished,s
undiplomatic,a
undirected,s
undiscerning,a
undisciplined,s
undisclosed,s
undiscovered,s
undiscriminated,
undiscriminating,a
undisguised,s
undisguisedly,
undismayed,s
undisplayed,
undisputed,s
undissipated,
undistinguished,s
undistorted,s
undistributed,s
undisturbed,s
undivided,s
undo,v
undocumented,a
undoing,n
undoings,n
undomesticated,s
undone,v
undoubted,
undoubtedly,r
undress,n
undressed,v
undressing,v
undrinkability,
undrinkable,a
undroppable,
undue,a
undulate,v
undulated,v
undulates,v
undulating,v
undulation,n
undulations,n
unduly,r
undying,s
unearned,a
unearth,v
unearthed,v
unearthing,v
unearthly,s
unearths,v
unease,n
uneasier,
uneasiest,
uneasily,r
uneasiness,n
uneasy,a
uneatable,a
uneaten,
uneconomic,s
uneconomical,s
unedifying,a
unedited,s
uneducated,a
unelectable,
unelected,
unemotional,a
unemotionally,r
unemployable,a
unemployed,n
unemployment,n
unencrypted,
unencumbered,a
unending,s
unendingly,r
unendurable,a
unenforceable,a
unengaged,s
unenlightened,a
unenlightening,a
unentered,
unenthusiastic,a
unenthusiastically,r
unenviable,s
unequal,a
unequalled,s
unequally,r
unequivocal,a
unequivocally,r
unergonomic,
unerring,s
unerringly,r
unescorted,
unestablished,a
unethical,a
unethically,r
unevaluated,
uneven,a
unevenly,r
unevenness,n
uneventful,a
uneventfully,r
unexacting,s
unexamined,
unexceptionable,s
unexceptional,s
unexcited,a
unexciting,a
unexpanded,
unexpected,a
unexpectedly,r
unexpectedness,n
unexpired,a
unexplainable,s
unexplained,s
unexploded,s
unexploited,a
unexplored,s
unexpressed,s
unexpurgated,s
unfailing,s
unfailingly,r
unfair,a
unfairly,r
unfairness,n
unfaithful,a
unfaithfulness,n
unfalsifiable,
unfamiliar,a
unfamiliarity,n
unfancied,
unfashionable,a
unfashionably,r
unfasten,v
unfastened,v
unfastening,n
unfathomable,a
unfathomed,s
unfatigued,
unfavourable,a
unfavourably,r
unfavoured,
unfeasible,s
unfeasibly,
unfed,s
unfeeling,s
unfeelingly,r
unfeigned,s
unfelt,
unfeminine,s
unfenced,s
unfertilised,s
unfetchable,
unfettered,s
unfilled,a
unfinished,a
unfired,
unfirm,s
unfit,v
unfitness,n
unfits,v
unfitting,v
unfix,
unfixed,a
unflagging,s
unflattering,a
unflawed,s
unfledged,a
unflinching,s
unflinchingly,
unfocused,a
unfocussed,a
unfold,v
unfolded,v
unfolding,n
unfolds,v
unforced,s
unfordable,
unforeseeable,s
unforeseen,s
unforgettable,a
unforgivable,s
unforgivably,r
unforgiven,
unforgiving,a
unformed,a
unforthcoming,
unfortunate,n
unfortunately,r
unfortunates,n
unfounded,s
unfreeze,v
unfreezing,v
unfrequented,s
unfriendlier,a
unfriendliest,a
unfriendliness,n
unfriendly,a
unfrozen,v
unfruitful,a
unfulfillable,
unfulfilled,s
unfunded,a
unfunny,s
unfurl,v
unfurled,v
unfurling,v
unfurls,v
unfurnished,a
unfussy,
ungainly,s
ungenerous,a
ungenerously,
ungentlemanly,s
ungerminated,
unglamorous,s
unglazed,a
ungodly,s
ungovernable,s
ungoverned,s
ungraceful,s
ungracious,a
ungraciously,r
ungrammatical,a
ungrateful,a
ungratefully,r
ungrounded,
unguarded,s
unguessable,
unguided,a
ungulates,n
unhampered,s
unhand,v
unhandy,
unhappier,a
unhappiest,a
unhappily,r
unhappiness,n
unhappy,a
unharmed,s
unhealthier,a
unhealthiest,a
unhealthily,
unhealthy,a
unheard,s
unheated,s
unheeded,s
unhelpful,a
unhelpfully,r
unheralded,s
unheroic,
unhesitating,s
unhesitatingly,r
unhidden,
unhindered,s
unhinge,v
unhinged,v
unholy,a
unhonoured,
unhook,v
unhooked,v
unhooks,v
unhoped,s
unhuman,s
unhurried,a
unhurriedly,r
unhurt,s
unhygienic,s
unhyphenated,
unicameral,a
unicellular,a
unicorn,n
unicorns,n
unicycle,n
unicycles,n
unicyclist,n
unicyclists,n
unideal,
unidentifiable,a
unidentified,s
unidirectional,a
unifiable,
unification,n
unified,v
unifier,
unifies,v
uniform,n
uniformed,v
uniformity,n
uniformly,r
uniforms,n
unify,v
unifying,v
unilateral,a
unilateralism,n
unilateralist,n
unilaterally,r
unillustrated,
unimaginable,s
unimaginably,r
unimaginative,s
unimaginatively,r
unimagined,s
unimpaired,a
unimpeachable,s
unimpeded,s
unimplementable,
unimplemented,
unimportance,n
unimportant,a
unimpressed,s
unimpressive,a
unimproved,a
unincorporated,s
uninfected,s
uninfluenced,s
uninformative,a
uninformatively,r
uninformed,a
uninhabitable,s
uninhabited,a
uninhibited,a
uninhibitedly,
uninitialised,
uninitiated,s
uninjured,a
uninspired,s
uninspiring,a
uninsulated,
uninsurable,s
uninsured,a
unintellectual,
unintelligent,a
unintelligible,a
unintended,a
unintentional,s
unintentionally,r
uninterested,a
uninterestedly,
uninteresting,a
uninterpretable,
uninterpreted,
uninterrupted,s
uninterruptedly,r
unintuitive,
uninvented,
uninvited,s
uninviting,a
uninvolved,a
union,n
unionisation,n
unionised,v
unionism,n
unionist,n
unionists,n
unions,n
unipolar,a
unique,s
uniquely,r
uniqueness,n
unisex,s
unison,n
unisons,n
unissued,
unit,n
unitary,a
unite,v
united,v
unites,v
unities,n
uniting,n
units,n
unity,n
universal,n
universalism,n
universalist,a
universality,n
universally,r
universals,n
universe,n
universes,n
universities,n
university,n
unjam,
unjammed,
unjamming,
unjaundiced,
unjust,a
unjustifiable,s
unjustifiably,r
unjustified,s
unjustly,r
unjustness,n
unkempt,s
unkept,a
unkind,a
unkindest,a
unkindly,s
unkindness,n
unknightly,
unknowable,a
unknowing,n
unknowingly,r
unknown,n
unknowns,n
unlabelled,a
unlace,v
unlaced,v
unlacing,v
unladen,
unladylike,s
unlamented,a
unlatching,
unlawful,s
unlawfully,r
unlawfulness,n
unleaded,a
unlearn,v
unlearned,v
unleash,v
unleashed,v
unleashes,v
unleashing,v
unleavened,a
unless,
unlicensed,s
unlike,a
unlikeable,a
unlikeliest,
unlikelihood,n
unlikeliness,n
unlikely,a
unlimited,a
unlined,a
unlink,
unlinked,
unlisted,a
unlit,a
unload,v
unloaded,v
unloading,n
unloads,v
unlock,v
unlocked,v
unlocking,v
unlocks,v
unloose,v
unlovable,s
unloved,a
unlovely,s
unloving,a
unluckier,
unluckiest,
unluckily,r
unlucky,a
unmade,v
unmagnified,
unmaintainable,
unmaintained,
unmaking,v
unmanageable,a
unmanageably,r
unmanly,a
unmanned,v
unmannerly,s
unmapped,s
unmarked,a
unmarried,a
unmask,v
unmasked,v
unmasks,v
unmatchable,s
unmatched,s
unmeasurable,a
unmechanised,s
unmeetable,
unmelodious,a
unmemorable,s
unmemorised,
unmentionable,n
unmentionables,n
unmentioned,
unmercifully,r
unmerited,a
unmet,
unmissable,
unmistakable,s
unmistakably,r
unmistakeable,
unmistakeably,
unmitigated,a
unmixed,s
unmnemonic,
unmodifiable,a
unmodified,a
unmolested,s
unmonitored,
unmotivated,a
unmounted,
unmoved,a
unmoving,a
unmusical,a
unmusically,r
unmutilated,a
unmuzzled,v
unnamed,s
unnatural,a
unnaturally,r
unnavigable,s
unnecessarily,r
unnecessary,a
unneeded,a
unnerve,v
unnerved,v
unnerving,v
unnervingly,
unnoted,s
unnoticeable,a
unnoticed,a
unnumbered,s
unobjectionable,a
unobliging,a
unobservable,s
unobservant,s
unobserved,s
unobstructed,a
unobtainable,s
unobtrusive,a
unobtrusively,r
unoccupied,a
unofficial,a
unofficially,r
unopened,s
unopposed,a
unoptimised,
unordered,a
unorganised,a
unoriginal,a
unoriginality,n
unorthodox,s
unorthodoxy,n
unowned,a
unpack,v
unpacked,v
unpackers,
unpacking,v
unpacks,v
unpaid,a
unpainted,a
unpaired,s
unpalatable,a
unparalleled,s
unpardonable,a
unparodied,
unpasted,
unpasteurised,a
unpatriotic,a
unpaved,a
unpeeled,
unperceived,s
unpersonalised,
unpersuaded,s
unpersuasive,s
unperturbed,s
unphysical,
unpick,v
unpicked,v
unpicking,v
unplaced,s
unplanned,a
unplayability,
unplayable,a
unpleasant,a
unpleasantly,r
unpleasantness,n
unpleasing,s
unploughed,a
unplug,v
unplugged,v
unplugging,v
unpoetical,
unpolished,a
unpolluted,s
unpopular,a
unpopularity,n
unpopulated,s
unportable,a
unpractical,
unpractised,s
unprecedented,a
unprecedentedly,r
unpredictability,n
unpredictable,a
unpredictably,r
unpredicted,s
unprejudiced,a
unpremeditated,s
unprepared,a
unpreparedness,
unprepossessing,s
unpressurised,
unpretending,a
unpretentious,a
unprincipled,a
unprintable,a
unprinted,
unprivileged,
unproblematic,s
unprocessed,a
unproductive,a
unprofessional,a
unprofitable,a
unprofitably,r
unpromising,s
unprompted,s
unpronounceable,a
unpronounced,
unprotected,a
unprovable,s
unproved,a
unproven,a
unprovoked,s
unpublicised,
unpublishable,a
unpublished,a
unpunctual,a
unpunctuality,
unpunished,a
unqualified,a
unquantifiable,
unquantified,
unquenchable,s
unquestionable,a
unquestionably,r
unquestioned,s
unquestioning,s
unquestioningly,r
unquiet,a
unquote,
unquoted,
unraisable,
unravel,v
unravelled,v
unravelling,v
unravels,v
unreachable,s
unreached,s
unread,s
unreadability,
unreadable,s
unready,a
unreal,a
unrealisable,
unrealised,s
unrealistic,a
unrealistically,r
unreality,n
unreasonable,a
unreasonableness,
unreasonably,r
unreasoned,
unreasoning,s
unreceived,
unreceptive,a
unrecognisable,s
unrecognisably,
unrecognised,s
unrecommended,
unreconciled,s
unreconstructed,a
unrecorded,a
unrecoverable,a
unredeemed,s
unreduced,s
unrefereed,
unreferenced,
unreferencing,
unrefined,a
unreflected,a
unreformed,s
unrefreshed,s
unrefrigerated,
unregarded,
unregenerate,a
unregistered,a
unregulated,a
unrehearsed,s
unrelated,a
unreleasable,
unreleased,s
unrelenting,s
unrelentingly,r
unreliability,n
unreliable,s
unreliably,r
unrelieved,s
unremarkable,s
unremarked,s
unremembered,
unremitting,s
unremittingly,
unrepairable,
unrepeatability,
unrepeatable,a
unrepeated,
unrepentant,a
unrepentantly,r
unreported,a
unrepresentable,
unrepresentative,s
unrepresented,
unreproducible,a
unrequested,a
unrequited,s
unreserved,a
unreservedly,r
unresisting,s
unresistingly,
unresolvable,s
unresolved,a
unresponsive,a
unresponsiveness,n
unrest,n
unrestrained,a
unrestricted,a
unrests,n
unrevealed,s
unrevealing,
unrevised,s
unrewarded,s
unrewarding,a
unriddle,
unripe,a
unrivalled,s
unroll,v
unrolled,v
unrolling,v
unromantic,s
unruffled,s
unruliness,n
unruly,s
unsaddled,v
unsafe,a
unsafely,
unsafeness,
unsaid,v
unsaleable,a
unsalted,s
unsanitary,a
unsatisfactorily,r
unsatisfactoriness,n
unsatisfactory,a
unsatisfiable,s
unsatisfied,s
unsatisfying,s
unsaturated,a
unsaved,s
unsavory,a
unsavoury,a
unscaled,
unscathed,s
unscheduled,a
unscientific,a
unscramble,v
unscrambled,v
unscrambles,v
unscrambling,v
unscratched,
unscrew,v
unscrewed,v
unscrewing,v
unscripted,a
unscrupulous,a
unseal,v
unsealable,
unsealed,v
unsealing,v
unseasonable,a
unseasonably,r
unseasonal,
unseat,v
unseated,v
unseaworthiness,
unsecured,s
unseeded,a
unseeing,s
unseeingly,
unseemly,s
unseen,n
unselected,a
unselfconscious,s
unselfconsciously,r
unselfish,a
unselfishly,r
unselfishness,n
unsellable,
unsensational,a
unsent,a
unsentimental,s
unserviceable,a
unserviced,
unset,
unsettle,v
unsettled,v
unsettling,v
unshackled,s
unshaded,a
unshakable,s
unshakeable,
unshaken,s
unshaped,s
unshapen,s
unsharable,
unshared,a
unshaved,a
unshaven,a
unsheathed,v
unshielded,s
unshockable,a
unshod,a
unshorn,a
unshrinking,s
unsighted,a
unsightly,s
unsigned,a
unsimplified,
unsinkable,a
unskilful,
unskilled,a
unsliced,
unsmiling,s
unsmilingly,r
unsmooth,a
unsociable,a
unsocial,a
unsoiled,s
unsold,a
unsolder,v
unsolicited,s
unsolvable,s
unsolved,a
unsophisticated,s
unsophistication,
unsorted,s
unsought,s
unsound,a
unsoundness,n
unspanned,
unspeakable,s
unspeakably,r
unspecialised,a
unspecific,s
unspecified,a
unspectacular,s
unspent,s
unspoiled,s
unspoilt,s
unspoken,s
unsporting,s
unstable,a
unstack,
unstacked,
unstacking,
unstained,a
unstamped,
unstated,s
unsteadily,r
unsteadiness,n
unsteady,a
unsterilised,s
unsticking,
unstimulated,
unstinting,s
unstintingly,r
unstirred,s
unstoppable,a
unstoppably,
unstopped,
unstrapped,
unstressed,a
unstretchable,
unstructured,a
unstuck,a
unsubdued,s
unsubsidised,
unsubstantial,a
unsubstantiated,s
unsubstituted,
unsubtle,s
unsubtly,
unsuccessful,a
unsuccessfully,r
unsuitability,n
unsuitable,s
unsuitableness,n
unsuitably,r
unsuited,s
unsullied,s
unsung,s
unsupervised,a
unsupportable,s
unsupported,a
unsuppressed,s
unsure,a
unsureness,
unsurfaced,
unsurpassable,s
unsurpassed,s
unsurprised,a
unsurprising,a
unsurprisingly,
unsurvivable,
unsuspected,a
unsuspecting,s
unsustainable,
unswappable,
unsweetened,s
unswerving,s
unswervingly,r
unsympathetic,a
unsympathetically,r
unsystematic,a
untactful,a
untagged,a
untainted,s
untalented,a
untamed,a
untangle,v
untangled,v
untangling,n
untapped,a
untarnished,s
untasted,s
untaught,v
untaxed,s
untaxing,
untempered,a
untenability,
untenable,s
untended,s
unterminated,
untestable,
untested,s
untethered,s
untextured,
unthinkable,a
unthinkably,r
unthinking,s
unthinkingly,r
unthoughtful,s
untidier,a
untidiest,a
untidily,r
untidiness,n
untidy,a
untie,v
untied,v
unties,v
until,
untimely,s
untiring,s
untitled,s
unto,
untold,s
untouchable,n
untouchables,n
untouched,s
untoward,s
untraceable,a
untraced,
untrained,a
untrammelled,s
untransformed,
untranslatable,a
untranslated,
untransportable,
untrappable,
untreatable,
untreated,a
untried,s
untrodden,s
untroubled,a
untrue,s
untrusted,
untrustworthy,a
untrusty,a
untruth,n
untruthful,a
untruthfully,r
untruths,n
unturned,a
untutored,s
untwist,v
untwisted,v
untying,n
untyped,
untypical,a
untypically,r
unusable,s
unusably,
unused,s
unusual,a
unusually,r
unutterable,s
unutterably,r
unvalidated,
unvalued,s
unvanquished,s
unvarnished,s
unvarying,s
unvaryingly,
unveil,v
unveiled,v
unveiling,n
unveils,v
unventilated,a
unverifiable,s
unverified,s
unversed,s
unvisitable,
unvisited,
unvoiced,a
unwanted,a
unwarily,r
unwarmed,s
unwarned,
unwarrantable,s
unwarrantably,r
unwarranted,s
unwary,a
unwashed,s
unwatchable,
unwatched,
unwavering,s
unwaveringly,r
unweaned,a
unwearied,s
unweary,s
unwed,s
unwedded,s
unwedge,
unweighted,
unwelcome,a
unwelcoming,
unwell,s
unwholesome,a
unwieldy,a
unwilling,a
unwillingly,r
unwillingness,n
unwind,v
unwindable,
unwinding,v
unwinds,v
unwisdom,
unwise,s
unwisely,r
unwisest,s
unwitting,s
unwittingly,r
unwontedly,r
unworkability,
unworkable,s
unworldly,a
unworn,
unworried,s
unworthily,r
unworthiness,n
unworthy,a
unwound,v
unwounded,s
unwrap,v
unwrapped,v
unwrapping,v
unwraps,v
unwritten,a
unyielding,s
unzip,v
unzipped,v
unzipping,v
unzips,v
up,v
upbeat,n
upbraid,v
upbraided,v
upbraiding,n
upbraids,v
upbringing,n
upbringings,n
upcast,n
upcoming,s
updatability,
update,n
updated,v
updater,
updates,n
updating,n
upended,v
upfield,s
upfront,s
upgradable,
upgrade,n
upgradeable,
upgraded,v
upgrades,n
upgrading,v
upgradings,v
upheaval,n
upheavals,n
upheld,v
uphill,n
uphold,v
upholder,n
upholders,n
upholding,v
upholds,v
upholster,v
upholstered,v
upholsterer,n
upholsterers,n
upholstery,n
upkeep,n
upland,n
uplands,n
uplift,n
uplifted,v
uplifting,n
uplifts,n
uplink,n
uplinks,n
upload,v
uploaded,v
uploads,v
upmarket,a
upmost,s
upon,
upped,v
upper,n
uppercase,n
upperclass,
uppercut,n
uppermost,s
uppers,n
upraised,v
uprate,
uprated,
uprating,
upright,n
uprightly,r
uprightness,n
uprights,n
uprise,v
uprising,n
uprisings,n
upriver,r
uproar,n
uproarious,s
uproariously,r
uproars,n
uproo,
uproot,v
uprooted,v
uprooting,v
uproots,v
ups,v
upset,n
upsets,n
upsetting,v
upshot,n
upside,n
upsidedown,
upsilon,n
upstage,n
upstaged,v
upstages,n
upstaging,v
upstairs,n
upstanding,s
upstart,n
upstarts,n
upstream,a
upsurge,n
upsurges,n
upswing,
uptake,n
upthrust,n
uptotheminute,
uptown,n
upturn,n
upturned,s
upward,s
upwardly,r
upwards,r
upwind,s
uranium,n
uranus,n
urban,a
urbane,s
urbanely,r
urbanisation,n
urbanise,v
urbanised,v
urbanising,v
urbanites,
urbanity,n
urchin,n
urchins,n
urea,n
ureter,n
ureters,n
urethane,n
urethra,n
urethrae,n
urethral,a
urethras,n
urethritis,n
urge,n
urged,v
urgency,n
urgent,s
urgently,r
urges,n
urging,n
urgings,n
urinary,a
urine,n
urn,n
urns,n
urologist,n
ursine,a
urticaria,n
uruguay,n
us,n
usability,n
usable,s
usage,n
usages,n
usances,n
use,n
useable,s
used,v
useful,a
usefully,r
usefulness,n
useless,a
uselessly,r
uselessness,n
user,n
userfriendliness,
userfriendly,
users,n
uses,n
usher,n
ushered,v
usherette,n
ushering,v
ushers,n
using,n
usual,a
usually,r
usurer,n
usurers,n
usurious,s
usurp,v
usurpation,n
usurped,v
usurper,n
usurping,v
usury,n
utah,n
utensil,n
utensils,n
uteri,n
uterine,a
uterus,n
utilisation,n
utilise,v
utilised,v
utilises,v
utilising,v
utilitarian,n
utilitarianism,n
utilitarians,n
utilities,n
utility,n
utmost,n
utopia,n
utopian,n
utopians,n
utopias,n
utter,v
utterance,n
utterances,n
uttered,v
utterer,n
uttering,v
utterly,r
uttermost,n
utters,v
uturns,
uvula,n
uvular,a
vacancies,n
vacancy,n
vacant,s
vacantly,r
vacate,v
vacated,v
vacates,v
vacating,v
vacation,n
vacations,n
vaccinate,v
vaccinated,v
vaccinating,n
vaccination,n
vaccinations,n
vaccine,n
vaccines,n
vacillate,v
vacillating,v
vacillation,n
vacillations,n
vacua,n
vacuity,n
vacuole,n
vacuoles,n
vacuous,s
vacuously,r
vacuum,n
vacuums,n
vaduz,n
vagabond,n
vagabonds,n
vagrancy,n
vagrant,n
vagrants,n
vague,s
vaguely,r
vagueness,n
vaguer,s
vaguest,s
vain,s
vainer,s
vainest,s
vainglorious,s
vainglory,n
vainly,r
valance,n
vale,n
valediction,n
valedictory,n
valence,n
valencies,n
valency,n
valentine,n
vales,n
valet,n
valets,n
valhalla,n
valiant,s
valiantly,r
valid,a
validate,v
validated,v
validates,v
validating,v
validation,n
validity,n
validly,r
valise,n
valley,n
valleys,n
valour,n
valuable,n
valuables,n
valuation,n
valuations,n
value,n
valueadded,
valued,v
valueformoney,
valueless,s
valuer,n
valuers,n
values,n
valuing,v
valuta,
valve,n
valves,n
vamp,n
vamped,v
vamper,n
vamping,v
vampire,n
vampires,n
vamps,n
van,n
vanadium,n
vandal,n
vandalise,v
vandalised,v
vandalising,v
vandalism,n
vandals,n
vane,n
vaned,s
vanes,n
vangogh,
vanguard,n
vanilla,n
vanish,v
vanished,v
vanishes,v
vanishing,n
vanishingly,r
vanities,n
vanity,n
vanquish,v
vanquished,v
vanquishing,v
vans,n
vantage,n
vapid,s
vaporisation,n
vaporise,v
vaporised,v
vaporising,v
vaporous,s
vapour,n
vapours,n
variability,n
variable,n
variables,n
variably,r
variance,n
variances,n
variant,n
variants,n
variate,n
variates,n
variation,n
variational,
variations,n
varicose,s
varied,v
variegated,v
varies,v
varietal,n
varieties,n
variety,n
various,s
variously,r
varnish,n
varnished,v
varnishes,n
varnishing,v
varsity,n
vary,v
varying,v
vascular,a
vase,n
vasectomies,n
vasectomy,n
vaseline,n
vases,n
vassal,n
vassalage,n
vassals,n
vast,s
vaster,s
vastly,r
vastness,n
vat,n
vatican,n
vats,n
vault,n
vaulted,v
vaulting,n
vaults,n
vaunted,v
vaunting,v
veal,n
vector,n
vectored,
vectoring,
vectorisation,
vectorised,
vectors,n
veer,v
veered,v
veering,n
veers,v
veg,n
vegan,n
vegans,n
vegetable,n
vegetables,n
vegetarian,n
vegetarianism,n
vegetarians,n
vegetate,v
vegetated,v
vegetating,v
vegetation,n
vegetational,a
vegetative,a
vegetive,a
veggies,n
vehemence,n
vehement,s
vehemently,r
vehicle,n
vehicles,n
vehicular,a
veil,n
veiled,v
veiling,n
veils,n
vein,n
veined,v
veins,n
velar,n
veld,n
veldt,n
vellum,n
velocipede,n
velocities,n
velocity,n
velodrome,n
velour,n
velum,n
velvet,n
velveteen,n
velveteens,n
velvets,n
velvety,s
venal,s
venality,n
vend,v
venders,n
vendetta,n
vendettas,n
vending,n
vendor,n
vendors,n
vends,v
veneer,n
veneered,v
veneers,n
venerable,s
venerate,v
venerated,v
venerates,v
venerating,v
veneration,n
venereal,a
venetian,n
vengeance,n
vengeful,s
vengefully,r
venial,s
venice,n
venison,n
venom,n
venomous,s
venomously,r
venoms,n
venose,s
venous,a
vent,n
vented,v
ventilate,v
ventilated,v
ventilating,v
ventilation,n
ventilator,n
ventilators,n
venting,n
ventings,n
ventral,a
ventrally,r
ventricle,n
ventricles,n
ventricular,a
ventriloquism,n
ventriloquist,n
ventriloquists,n
ventriloquy,n
vents,n
venture,n
ventured,v
venturer,n
ventures,n
venturesome,s
venturing,v
venue,n
venues,n
venus,n
veracity,n
veranda,n
verandah,n
verandahs,n
verandas,n
verb,n
verbal,s
verbalise,v
verbally,r
verbals,
verbatim,s
verbiage,n
